attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,game_duration,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,weekday,year,month,day,period,field_type,start_time_weather
39195,Toronto Blue Jays,3,10,1,https://www.baseball-reference.com/boxes/ANA/ANA201609170.shtml,03:08:00,Los Angeles Angels of Anaheim,0,8,6,6:08 p.m.,Angel Stadium of Anaheim,Saturday, 2016,September,17,Night Game, on grass,"3&deg; F, Wind 6mph out to Centerfield, Sunny."
30486,Oakland Athletics,1,10,6,https://www.baseball-reference.com/boxes/TEX/TEX201609160.shtml,03:02:00,Texas Rangers,0,12,7,7:07 p.m.,Globe Life Park in Arlington,Friday, 2016,September,16,Night Game, on grass,"1&deg; F, Wind 2mph from Left to Right."
41278,St. Louis Cardinals,1,7,2,https://www.baseball-reference.com/boxes/SFN/SFN201609160.shtml,02:57:00,San Francisco Giants,1,7,8,7:15 p.m.,AT&T Park,Friday, 2016,September,16,Night Game, on grass,"1&deg; F, Wind 13mph out to Centerfield, Sunny."
28211,Los Angeles Dodgers,0,5,3,https://www.baseball-reference.com/boxes/ARI/ARI201609160.shtml,03:32:00,Arizona Diamondbacks,1,6,2,6:40 p.m.,Chase Field,Friday, 2016,September,16,Night Game, on grass,"2&deg; F, Wind 6mph in from Leftfield, Sunny."
42159,Toronto Blue Jays,0,10,5,https://www.baseball-reference.com/boxes/ANA/ANA201609160.shtml,03:15:00,Los Angeles Angels of Anaheim,0,8,0,7:08 p.m.,Angel Stadium of Anaheim,Friday, 2016,September,16,Night Game, on grass,"4&deg; F, Wind 6mph out to Rightfield, Sunny."
41210,St. Louis Cardinals,1,5,2,https://www.baseball-reference.com/boxes/SFN/SFN201609150.shtml,02:33:00,San Francisco Giants,0,12,6,7:16 p.m.,AT&T Park,Thursday, 2016,September,15,Night Game, on grass,"0&deg; F, Wind 12mph out to Centerfield, Sunny."
15247,Pittsburgh Pirates,0,13,15,https://www.baseball-reference.com/boxes/PHI/PHI201609150.shtml,02:54:00,Philadelphia Phillies,1,5,2,7:07 p.m.,Citizens Bank Park,Thursday, 2016,September,15,Night Game, on grass,"4&deg; F, Wind 6mph in from Rightfield, Cloudy."
32176,Oakland Athletics,1,16,14,https://www.baseball-reference.com/boxes/KCA/KCA201609150.shtml,03:19:00,Kansas City Royals,1,9,5,6:15 p.m.,Kauffman Stadium,Thursday, 2016,September,15,Night Game, on grass,"3&deg; F, Wind 11mph from Right to Left, Sunny."
26932,Minnesota Twins,0,11,5,https://www.baseball-reference.com/boxes/DET/DET201609150.shtml,03:04:00,Detroit Tigers,1,9,1,1:10 p.m.,Comerica Park,Thursday, 2016,September,15,Day Game, on grass,"0&deg; F, Wind 5mph in from Rightfield, Cloudy."
41362,Milwaukee Brewers,0,7,5,https://www.baseball-reference.com/boxes/CHN/CHN201609150.shtml,03:10:00,Chicago Cubs,2,10,4,7:05 p.m.,Wrigley Field,Thursday, 2016,September,15,Night Game, on grass,"0&deg; F, Wind 9mph out to Leftfield, Sunny."
14190,Cleveland Indians,0,4,1,https://www.baseball-reference.com/boxes/CHA/CHA201609150.shtml,03:12:00,Chicago White Sox,1,9,2,1:10 p.m.,U.S. Cellular Field,Thursday, 2016,September,15,Day Game, on grass,"6&deg; F, Wind 9mph from Left to Right, Cloudy."
37767,New York Yankees,0,14,5,https://www.baseball-reference.com/boxes/BOS/BOS201609150.shtml,03:52:00,Boston Red Sox,0,9,7,7:10 p.m.,Fenway Park,Thursday, 2016,September,15,Night Game, on grass,"3&deg; F, Wind 12mph from Right to Left, Sunny."
19233,Tampa Bay Rays,1,12,7,https://www.baseball-reference.com/boxes/BAL/BAL201609150.shtml,03:27:00,Baltimore Orioles,0,9,6,7:08 p.m.,Oriole Park at Camden Yards,Thursday, 2016,September,15,Night Game, on grass,"2&deg; F, Wind 3mph from Right to Left, Cloudy."
27126,Los Angeles Dodgers,0,9,3,https://www.baseball-reference.com/boxes/ARI/ARI201609150.shtml,02:39:00,Arizona Diamondbacks,0,6,7,6:40 p.m.,Chase Field,Thursday, 2016,September,15,Night Game, on grass,"2&deg; F, Wind 6mph out to Centerfield, Sunny."
37559,Toronto Blue Jays,1,10,7,https://www.baseball-reference.com/boxes/ANA/ANA201609150.shtml,03:15:00,Los Angeles Angels of Anaheim,1,6,2,7:10 p.m.,Angel Stadium of Anaheim,Thursday, 2016,September,15,Night Game, on grass,"4&deg; F, Wind 4mph out to Rightfield, Sunny."
29669,New York Mets,0,3,0,https://www.baseball-reference.com/boxes/WAS/WAS201609140.shtml,02:30:00,Washington Nationals,0,6,1,4:06 p.m.,Nationals Park,Wednesday, 2016,September,14,Day Game, on grass,"3&deg; F, Wind 7mph from Left to Right, Sunny."
41001,Tampa Bay Rays,1,13,8,https://www.baseball-reference.com/boxes/TOR/TOR201609140.shtml,02:58:00,Toronto Blue Jays,0,2,1,12:38 p.m.,Rogers Centre,Wednesday, 2016,September,14,Day Game, on turf,"4&deg; F, Wind 10mph in from Leftfield."
44701,Chicago Cubs,0,12,7,https://www.baseball-reference.com/boxes/SLN/SLN201609140.shtml,02:37:00,St. Louis Cardinals,0,3,0,12:46 p.m.,Busch Stadium III,Wednesday, 2016,September,14,Day Game, on grass,"3&deg; F, Wind 5mph from Left to Right, Sunny."
41183,San Diego Padres,0,8,3,https://www.baseball-reference.com/boxes/SFN/SFN201609140.shtml,02:51:00,San Francisco Giants,0,4,1,12:45 p.m.,AT&T Park,Wednesday, 2016,September,14,Day Game, on grass,"8&deg; F, Wind 9mph out to Rightfield, Sunny."
16112,Pittsburgh Pirates,2,9,2,https://www.baseball-reference.com/boxes/PHI/PHI201609140.shtml,02:57:00,Philadelphia Phillies,0,15,6,7:07 p.m.,Citizens Bank Park,Wednesday, 2016,September,14,Night Game, on grass,"8&deg; F, Wind 8mph out to Rightfield."
30254,Los Angeles Dodgers,1,4,2,https://www.baseball-reference.com/boxes/NYA/NYA201609140.shtml,02:57:00,New York Yankees,3,3,0,4:09 p.m.,Yankee Stadium III,Wednesday, 2016,September,14,Day Game, on grass,"8&deg; F, Wind 7mph out to Leftfield, Cloudy."
30006,Oakland Athletics,0,13,8,https://www.baseball-reference.com/boxes/KCA/KCA201609140.shtml,02:56:00,Kansas City Royals,1,4,0,6:15 p.m.,Kauffman Stadium,Wednesday, 2016,September,14,Night Game, on grass,"6&deg; F, Wind 7mph in from Rightfield, Cloudy."
25041,Texas Rangers,0,8,4,https://www.baseball-reference.com/boxes/HOU/HOU201609140.shtml,03:08:00,Houston Astros,1,12,8,7:10 p.m.,Minute Maid Park,Wednesday, 2016,September,14,Night Game, on grass,"3&deg; F, Wind 0mph, In Dome."
27953,Minnesota Twins,0,6,6,https://www.baseball-reference.com/boxes/DET/DET201609140.shtml,02:54:00,Detroit Tigers,0,13,9,7:10 p.m.,Comerica Park,Wednesday, 2016,September,14,Night Game, on grass,"1&deg; F, Wind 13mph from Left to Right."
14368,Milwaukee Brewers,1,6,7,https://www.baseball-reference.com/boxes/CIN/CIN201609140.shtml,03:01:00,Cincinnati Reds,1,6,0,7:10 p.m.,Great American Ball Park,Wednesday, 2016,September,14,Night Game, on grass,"6&deg; F, Wind 4mph out to Rightfield."
15808,Cleveland Indians,1,10,6,https://www.baseball-reference.com/boxes/CHA/CHA201609140.shtml,02:48:00,Chicago White Sox,0,6,1,7:11 p.m.,U.S. Cellular Field,Wednesday, 2016,September,14,Night Game, on grass,"2&deg; F, Wind 10mph in from Leftfield."
37973,Baltimore Orioles,1,5,1,https://www.baseball-reference.com/boxes/BOS/BOS201609140.shtml,02:35:00,Boston Red Sox,0,4,0,7:10 p.m.,Fenway Park,Wednesday, 2016,September,14,Night Game, on grass,"2&deg; F, Wind 14mph out to Rightfield."
21498,Miami Marlins,0,8,7,https://www.baseball-reference.com/boxes/ATL/ATL201609140.shtml,03:04:00,Atlanta Braves,1,9,5,7:11 p.m.,Turner Field,Wednesday, 2016,September,14,Night Game, on grass,"8&deg; F, Wind 8mph from Right to Left, Sunny."
19801,Colorado Rockies,2,13,6,https://www.baseball-reference.com/boxes/ARI/ARI201609140.shtml,03:49:00,Arizona Diamondbacks,0,17,11,6:40 p.m.,Chase Field,Wednesday, 2016,September,14,Night Game, on grass,"1&deg; F, Wind 5mph in from Centerfield, Sunny."
33501,Seattle Mariners,0,6,2,https://www.baseball-reference.com/boxes/ANA/ANA201609140.shtml,03:01:00,Los Angeles Angels of Anaheim,0,5,1,7:07 p.m.,Angel Stadium of Anaheim,Wednesday, 2016,September,14,Night Game, on grass,"3&deg; F, Wind 7mph from Right to Left, Sunny."
25796,New York Mets,1,12,4,https://www.baseball-reference.com/boxes/WAS/WAS201609130.shtml,03:22:00,Washington Nationals,0,8,3,7:06 p.m.,Nationals Park,Tuesday, 2016,September,13,Night Game, on grass,"6&deg; F, Wind 9mph out to Leftfield, Sunny."
38338,Tampa Bay Rays,0,7,6,https://www.baseball-reference.com/boxes/TOR/TOR201609130.shtml,03:10:00,Toronto Blue Jays,0,9,2,7:08 p.m.,Rogers Centre,Tuesday, 2016,September,13,Night Game, on turf,"7&deg; F, Wind 11mph out to Rightfield, Cloudy."
44060,Chicago Cubs,0,4,2,https://www.baseball-reference.com/boxes/SLN/SLN201609130.shtml,02:51:00,St. Louis Cardinals,0,7,4,7:16 p.m.,Busch Stadium III,Tuesday, 2016,September,13,Night Game, on grass,"2&deg; F, Wind 6mph out to Leftfield, Cloudy."
41231,San Diego Padres,0,12,6,https://www.baseball-reference.com/boxes/SFN/SFN201609130.shtml,03:27:00,San Francisco Giants,0,12,4,7:17 p.m.,AT&T Park,Tuesday, 2016,September,13,Night Game, on grass,"3&deg; F, Wind 10mph out to Centerfield, Sunny."
16190,Pittsburgh Pirates,1,7,5,https://www.baseball-reference.com/boxes/PHI/PHI201609130.shtml,03:12:00,Philadelphia Phillies,0,6,3,7:07 p.m.,Citizens Bank Park,Tuesday, 2016,September,13,Night Game, on grass,"9&deg; F, Wind 7mph out to Rightfield, Sunny."
32615,Los Angeles Dodgers,0,5,0,https://www.baseball-reference.com/boxes/NYA/NYA201609130.shtml,03:02:00,New York Yankees,0,8,3,7:09 p.m.,Yankee Stadium III,Tuesday, 2016,September,13,Night Game, on grass,"3&deg; F, Wind 7mph from Right to Left, Sunny."
29523,Oakland Athletics,1,6,5,https://www.baseball-reference.com/boxes/KCA/KCA201609130.shtml,02:56:00,Kansas City Royals,2,10,4,6:15 p.m.,Kauffman Stadium,Tuesday, 2016,September,13,Night Game, on grass,"3&deg; F, Wind 14mph from Left to Right, Cloudy."
22133,Texas Rangers,0,6,3,https://www.baseball-reference.com/boxes/HOU/HOU201609130.shtml,02:23:00,Houston Astros,1,4,2,7:10 p.m.,Minute Maid Park,Tuesday, 2016,September,13,Night Game, on grass,"3&deg; F, Wind 0mph, In Dome."
26393,Minnesota Twins,0,13,8,https://www.baseball-reference.com/boxes/DET/DET201609130.shtml,02:48:00,Detroit Tigers,0,6,1,7:10 p.m.,Comerica Park,Tuesday, 2016,September,13,Night Game, on grass,"0&deg; F, Wind 14mph in from Centerfield, Sunny."
12926,Milwaukee Brewers,2,4,4,https://www.baseball-reference.com/boxes/CIN/CIN201609130.shtml,02:35:00,Cincinnati Reds,0,10,6,7:10 p.m.,Great American Ball Park,Tuesday, 2016,September,13,Night Game, on grass,"8&deg; F, Wind 10mph out to Leftfield, Sunny."
15588,Cleveland Indians,0,6,1,https://www.baseball-reference.com/boxes/CHA/CHA201609130.shtml,02:37:00,Chicago White Sox,1,9,8,7:10 p.m.,U.S. Cellular Field,Tuesday, 2016,September,13,Night Game, on grass,"3&deg; F, Wind 8mph out to Centerfield."
38041,Baltimore Orioles,1,9,6,https://www.baseball-reference.com/boxes/BOS/BOS201609130.shtml,03:29:00,Boston Red Sox,0,9,3,7:09 p.m.,Fenway Park,Tuesday, 2016,September,13,Night Game, on grass,"0&deg; F, Wind 16mph out to Rightfield, Sunny."
20125,Miami Marlins,1,10,7,https://www.baseball-reference.com/boxes/ATL/ATL201609130.shtml,03:24:00,Atlanta Braves,1,9,5,7:10 p.m.,Turner Field,Tuesday, 2016,September,13,Night Game, on grass,"4&deg; F, Wind 8mph from Right to Left, Cloudy."
20897,Colorado Rockies,0,8,4,https://www.baseball-reference.com/boxes/ARI/ARI201609130.shtml,03:28:00,Arizona Diamondbacks,0,17,11,6:40 p.m.,Chase Field,Tuesday, 2016,September,13,Night Game, on grass,"3&deg; F, Wind 11mph in from Centerfield, Cloudy."
32139,Seattle Mariners,1,10,8,https://www.baseball-reference.com/boxes/ANA/ANA201609130.shtml,02:37:00,Los Angeles Angels of Anaheim,1,3,0,7:07 p.m.,Angel Stadium of Anaheim,Tuesday, 2016,September,13,Night Game, on grass,"7&deg; F, Wind 5mph out to Leftfield, Sunny."
22832,New York Mets,0,5,1,https://www.baseball-reference.com/boxes/WAS/WAS201609120.shtml,03:08:00,Washington Nationals,0,10,8,7:07 p.m.,Nationals Park,Monday, 2016,September,12,Night Game, on grass,"2&deg; F, Wind 4mph in from Rightfield, Sunny."
35333,Tampa Bay Rays,0,4,2,https://www.baseball-reference.com/boxes/TOR/TOR201609120.shtml,02:13:00,Toronto Blue Jays,1,6,3,7:07 p.m.,Rogers Centre,Monday, 2016,September,12,Night Game, on turf,"1&deg; F, Wind 3mph from Right to Left, Sunny."
43397,Chicago Cubs,0,7,4,https://www.baseball-reference.com/boxes/SLN/SLN201609120.shtml,02:17:00,St. Louis Cardinals,1,1,1,7:16 p.m.,Busch Stadium III,Monday, 2016,September,12,Night Game, on grass,"5&deg; F, Wind 7mph from Right to Left, Cloudy."
41233,San Diego Padres,0,9,4,https://www.baseball-reference.com/boxes/SFN/SFN201609120.shtml,02:54:00,San Francisco Giants,0,5,0,7:16 p.m.,AT&T Park,Monday, 2016,September,12,Night Game, on grass,"7&deg; F, Wind 14mph out to Centerfield, Overcast."
15514,Pittsburgh Pirates,1,5,2,https://www.baseball-reference.com/boxes/PHI/PHI201609120.shtml,03:18:00,Philadelphia Phillies,2,9,6,7:09 p.m.,Citizens Bank Park,Monday, 2016,September,12,Night Game, on grass,"5&deg; F, Wind 6mph out to Centerfield, Sunny."
32058,Los Angeles Dodgers,0,12,8,https://www.baseball-reference.com/boxes/NYA/NYA201609120.shtml,03:13:00,New York Yankees,1,5,2,7:08 p.m.,Yankee Stadium III,Monday, 2016,September,12,Night Game, on grass,"1&deg; F, Wind 7mph out to Leftfield, Sunny."
31061,Oakland Athletics,0,17,16,https://www.baseball-reference.com/boxes/KCA/KCA201609120.shtml,03:23:00,Kansas City Royals,1,7,3,6:15 p.m.,Kauffman Stadium,Monday, 2016,September,12,Night Game, on grass,"1&deg; F, Wind 11mph from Right to Left, Cloudy."
22147,Texas Rangers,0,9,4,https://www.baseball-reference.com/boxes/HOU/HOU201609120.shtml,03:48:00,Houston Astros,1,7,3,7:10 p.m.,Minute Maid Park,Monday, 2016,September,12,Night Game, on grass,"3&deg; F, Wind 0mph, In Dome."
28093,Minnesota Twins,0,5,2,https://www.baseball-reference.com/boxes/DET/DET201609120.shtml,03:04:00,Detroit Tigers,0,6,4,7:10 p.m.,Comerica Park,Monday, 2016,September,12,Night Game, on grass,"3&deg; F, Wind 7mph from Right to Left, Sunny."
14671,Milwaukee Brewers,0,6,0,https://www.baseball-reference.com/boxes/CIN/CIN201609120.shtml,02:32:00,Cincinnati Reds,1,7,3,7:11 p.m.,Great American Ball Park,Monday, 2016,September,12,Night Game, on grass,"8&deg; F, Wind 0mph, Sunny."
12588,Cleveland Indians,2,8,4,https://www.baseball-reference.com/boxes/CHA/CHA201609120.shtml,03:30:00,Chicago White Sox,2,16,11,7:10 p.m.,U.S. Cellular Field,Monday, 2016,September,12,Night Game, on grass,"9&deg; F, Wind 13mph in from Rightfield, Sunny."
37551,Baltimore Orioles,1,2,2,https://www.baseball-reference.com/boxes/BOS/BOS201609120.shtml,02:40:00,Boston Red Sox,1,16,12,7:11 p.m.,Fenway Park,Monday, 2016,September,12,Night Game, on grass,"8&deg; F, Wind 15mph from Right to Left, Sunny."
18271,Miami Marlins,1,17,7,https://www.baseball-reference.com/boxes/ATL/ATL201609120.shtml,03:35:00,Atlanta Braves,0,17,12,7:10 p.m.,Turner Field,Monday, 2016,September,12,Night Game, on grass,"9&deg; F, Wind 13mph from Right to Left."
20637,Colorado Rockies,1,14,9,https://www.baseball-reference.com/boxes/ARI/ARI201609120.shtml,03:42:00,Arizona Diamondbacks,1,16,12,6:41 p.m.,Chase Field,Monday, 2016,September,12,Night Game, on grass,"6&deg; F, Wind 10mph in from Centerfield, Sunny."
31805,Philadelphia Phillies,0,7,2,https://www.baseball-reference.com/boxes/WAS/WAS201609110.shtml,02:49:00,Washington Nationals,1,4,3,1:37 p.m.,Nationals Park,Sunday, 2016,September,11,Day Game, on grass,"4&deg; F, Wind 9mph from Left to Right, Cloudy."
47816,Boston Red Sox,2,11,11,https://www.baseball-reference.com/boxes/TOR/TOR201609110.shtml,03:46:00,Toronto Blue Jays,1,8,8,1:08 p.m.,Rogers Centre,Sunday, 2016,September,11,Day Game, on turf,"0&deg; F, Wind 11mph in from Centerfield, Sunny."
44703,Milwaukee Brewers,1,4,2,https://www.baseball-reference.com/boxes/SLN/SLN201609110.shtml,02:33:00,St. Louis Cardinals,0,5,1,1:16 p.m.,Busch Stadium III,Sunday, 2016,September,11,Day Game, on grass,"7&deg; F, Wind 1mph out to Leftfield, Sunny."
25133,Colorado Rockies,0,7,3,https://www.baseball-reference.com/boxes/SDN/SDN201609110.shtml,03:03:00,San Diego Padres,0,5,2,1:42 p.m.,Petco Park,Sunday, 2016,September,11,Day Game, on grass,"6&deg; F, Wind 12mph from Left to Right, Sunny."
26744,Cincinnati Reds,1,13,8,https://www.baseball-reference.com/boxes/PIT/PIT201609110.shtml,02:56:00,Pittsburgh Pirates,1,7,0,1:36 p.m.,PNC Park,Sunday, 2016,September,11,Day Game, on grass,"3&deg; F, Wind 8mph out to Leftfield, Overcast."
13610,Seattle Mariners,0,12,3,https://www.baseball-reference.com/boxes/OAK/OAK201609110.shtml,02:52:00,Oakland Athletics,1,7,2,1:08 p.m.,Oakland-Alameda County Coliseum,Sunday, 2016,September,11,Day Game, on grass,"1&deg; F, Wind 10mph in from Rightfield, Cloudy."
33087,Tampa Bay Rays,1,9,4,https://www.baseball-reference.com/boxes/NYA/NYA201609110.shtml,02:58:00,New York Yankees,0,7,2,1:12 p.m.,Yankee Stadium III,Sunday, 2016,September,11,Day Game, on grass,"6&deg; F, Wind 8mph out to Rightfield, Cloudy."
20301,Cleveland Indians,1,13,7,https://www.baseball-reference.com/boxes/MIN/MIN201609110.shtml,03:13:00,Minnesota Twins,4,5,1,1:12 p.m.,Target Field,Sunday, 2016,September,11,Day Game, on grass,"5&deg; F, Wind 19mph from Right to Left, Sunny."
20188,Los Angeles Dodgers,2,4,0,https://www.baseball-reference.com/boxes/MIA/MIA201609110.shtml,02:26:00,Miami Marlins,0,10,3,1:12 p.m.,Marlins Park,Sunday, 2016,September,11,Day Game, on grass,"5&deg; F, Wind 0mph, In Dome."
31939,Chicago Cubs,0,10,9,https://www.baseball-reference.com/boxes/HOU/HOU201609110.shtml,03:07:00,Houston Astros,1,7,5,7:09 p.m.,Minute Maid Park,Sunday, 2016,September,11,Night Game, on grass,"3&deg; F, Wind 0mph, In Dome."
33069,Baltimore Orioles,0,8,3,https://www.baseball-reference.com/boxes/DET/DET201609110.shtml,03:23:00,Detroit Tigers,0,5,1,1:11 p.m.,Comerica Park,Sunday, 2016,September,11,Day Game, on grass,"7&deg; F, Wind 6mph out to Centerfield, Sunny."
20107,Kansas City Royals,0,10,2,https://www.baseball-reference.com/boxes/CHA/CHA201609110.shtml,02:59:00,Chicago White Sox,0,2,0,1:11 p.m.,U.S. Cellular Field,Sunday, 2016,September,11,Day Game, on grass,"3&deg; F, Wind 5mph out to Rightfield, Cloudy."
32829,New York Mets,0,11,10,https://www.baseball-reference.com/boxes/ATL/ATL201609110.shtml,02:56:00,Atlanta Braves,0,11,3,1:43 p.m.,Turner Field,Sunday, 2016,September,11,Day Game, on grass,"7&deg; F, Wind 7mph from Left to Right, Cloudy."
26008,San Francisco Giants,0,8,5,https://www.baseball-reference.com/boxes/ARI/ARI201609110.shtml,03:19:00,Arizona Diamondbacks,0,11,3,1:11 p.m.,Chase Field,Sunday, 2016,September,11,Day Game, on grass,"5&deg; F, Wind 0mph, In Dome."
35052,Texas Rangers,0,5,2,https://www.baseball-reference.com/boxes/ANA/ANA201609110.shtml,02:31:00,Los Angeles Angels of Anaheim,0,8,3,12:38 p.m.,Angel Stadium of Anaheim,Sunday, 2016,September,11,Day Game, on grass,"1&deg; F, Wind 7mph out to Centerfield, Sunny."
36152,Philadelphia Phillies,0,5,0,https://www.baseball-reference.com/boxes/WAS/WAS201609100.shtml,03:05:00,Washington Nationals,0,7,3,7:06 p.m.,Nationals Park,Saturday, 2016,September,10,Night Game, on grass,"8&deg; F, Wind 4mph out to Leftfield, Cloudy."
47829,Boston Red Sox,1,4,2,https://www.baseball-reference.com/boxes/TOR/TOR201609100.shtml,03:03:00,Toronto Blue Jays,1,6,3,1:05 p.m.,Rogers Centre,Saturday, 2016,September,10,Day Game, on turf,"5&deg; F, Wind 2mph out to Centerfield, Overcast."
45440,Milwaukee Brewers,1,6,1,https://www.baseball-reference.com/boxes/SLN/SLN201609100.shtml,02:39:00,St. Louis Cardinals,0,8,5,6:16 p.m.,Busch Stadium III,Saturday, 2016,September,10,Night Game, on grass,"5&deg; F, Wind 13mph in from Leftfield, Cloudy."
23719,Colorado Rockies,1,4,3,https://www.baseball-reference.com/boxes/SDN/SDN201609100.shtml,02:37:00,San Diego Padres,1,8,6,5:40 p.m.,Petco Park,Saturday, 2016,September,10,Night Game, on grass,"5&deg; F, Wind 13mph from Left to Right, Sunny."
25918,Cincinnati Reds,1,15,8,https://www.baseball-reference.com/boxes/PIT/PIT201609100.shtml,03:36:00,Pittsburgh Pirates,0,10,7,7:08 p.m.,PNC Park,Saturday, 2016,September,10,Night Game, on grass,"6&deg; F, Wind 11mph out to Leftfield, Cloudy."
18438,Seattle Mariners,1,17,14,https://www.baseball-reference.com/boxes/OAK/OAK201609100.shtml,03:03:00,Oakland Athletics,0,9,3,1:07 p.m.,Oakland-Alameda County Coliseum,Saturday, 2016,September,10,Day Game, on grass,"5&deg; F, Wind 9mph out to Rightfield, Sunny."
33460,Tampa Bay Rays,1,6,1,https://www.baseball-reference.com/boxes/NYA/NYA201609100.shtml,02:34:00,New York Yankees,0,6,5,4:33 p.m.,Yankee Stadium III,Saturday, 2016,September,10,Day Game, on grass,"5&deg; F, Wind 12mph from Right to Left, Cloudy."
23584,Cleveland Indians,0,7,1,https://www.baseball-reference.com/boxes/MIN/MIN201609100.shtml,03:38:00,Minnesota Twins,0,7,2,6:09 p.m.,Target Field,Saturday, 2016,September,10,Night Game, on grass,"0&deg; F, Wind 12mph out to Rightfield, Cloudy."
20933,Los Angeles Dodgers,1,8,5,https://www.baseball-reference.com/boxes/MIA/MIA201609100.shtml,02:52:00,Miami Marlins,0,2,0,7:12 p.m.,Marlins Park,Saturday, 2016,September,10,Night Game, on grass,"6&deg; F, Wind 0mph, In Dome."
41854,Chicago Cubs,1,2,1,https://www.baseball-reference.com/boxes/HOU/HOU201609100.shtml,02:54:00,Houston Astros,1,5,2,12:07 p.m.,Minute Maid Park,Saturday, 2016,September,10,Day Game, on grass,"3&deg; F, Wind 0mph, In Dome."
36634,Baltimore Orioles,0,12,11,https://www.baseball-reference.com/boxes/DET/DET201609100.shtml,03:05:00,Detroit Tigers,0,8,3,7:21 p.m.,Comerica Park,Saturday, 2016,September,10,Night Game, on grass,"1&deg; F, Wind 9mph from Right to Left, Overcast."
20148,Kansas City Royals,0,7,6,https://www.baseball-reference.com/boxes/CHA/CHA201609100.shtml,03:33:00,Chicago White Sox,1,13,5,6:11 p.m.,U.S. Cellular Field,Saturday, 2016,September,10,Night Game, on grass,"2&deg; F, Wind 14mph out to Centerfield, Cloudy."
33841,Chicago Cubs,0,5,2,https://www.baseball-reference.com/boxes/HOU/HOU201609090.shtml,02:34:00,Houston Astros,0,7,0,7:11 p.m.,Minute Maid Park,Friday, 2016,September,9,Night Game, on grass,"3&deg; F, Wind 0mph, In Dome."
32140,Baltimore Orioles,0,5,3,https://www.baseball-reference.com/boxes/DET/DET201609090.shtml,02:54:00,Detroit Tigers,0,9,4,7:11 p.m.,Comerica Park,Friday, 2016,September,9,Night Game, on grass,"0&deg; F, Wind 4mph from Right to Left, Cloudy."
20653,Kansas City Royals,1,7,2,https://www.baseball-reference.com/boxes/CHA/CHA201609090.shtml,03:11:00,Chicago White Sox,3,13,7,7:10 p.m.,U.S. Cellular Field,Friday, 2016,September,9,Night Game, on grass,"5&deg; F, Wind 6mph in from Rightfield, Overcast."
28225,New York Mets,0,6,6,https://www.baseball-reference.com/boxes/ATL/ATL201609090.shtml,03:17:00,Atlanta Braves,1,11,4,7:37 p.m.,Turner Field,Friday, 2016,September,9,Night Game, on grass,"7&deg; F, Wind 6mph out to Rightfield, Sunny."
26492,San Francisco Giants,0,12,7,https://www.baseball-reference.com/boxes/ARI/ARI201609090.shtml,05:23:00,Arizona Diamondbacks,1,10,6,6:41 p.m.,Chase Field,Friday, 2016,September,9,Night Game, on grass,"9&deg; F, Wind 9mph in from Leftfield, Sunny."
42139,Texas Rangers,0,8,2,https://www.baseball-reference.com/boxes/ANA/ANA201609090.shtml,03:22:00,Los Angeles Angels of Anaheim,0,4,1,7:08 p.m.,Angel Stadium of Anaheim,Friday, 2016,September,9,Night Game, on grass,"5&deg; F, Wind 5mph out to Centerfield, Sunny."
25412,Philadelphia Phillies,1,6,4,https://www.baseball-reference.com/boxes/WAS/WAS201609080.shtml,02:48:00,Washington Nationals,1,5,1,7:05 p.m.,Nationals Park,Thursday, 2016,September,8,Night Game, on grass,"3&deg; F, Wind 5mph out to Rightfield, Sunny."
40416,Milwaukee Brewers,2,17,12,https://www.baseball-reference.com/boxes/SLN/SLN201609080.shtml,03:15:00,St. Louis Cardinals,1,11,5,6:15 p.m.,Busch Stadium III,Thursday, 2016,September,8,Night Game, on grass,"5&deg; F, Wind 2mph out to Rightfield, Overcast."
17493,Texas Rangers,0,8,3,https://www.baseball-reference.com/boxes/SEA/SEA201609080.shtml,03:22:00,Seattle Mariners,0,11,6,7:10 p.m.,Safeco Field,Thursday, 2016,September,8,Night Game, on grass,"5&deg; F, Wind 2mph out to Rightfield."
26053,Colorado Rockies,2,8,1,https://www.baseball-reference.com/boxes/SDN/SDN201609080.shtml,03:26:00,San Diego Padres,0,12,14,7:10 p.m.,Petco Park,Thursday, 2016,September,8,Night Game, on grass,"1&deg; F, Wind 7mph out to Rightfield, Sunny."
22288,Cincinnati Reds,0,6,1,https://www.baseball-reference.com/boxes/PIT/PIT201609080.shtml,02:28:00,Pittsburgh Pirates,1,11,4,7:07 p.m.,PNC Park,Thursday, 2016,September,8,Night Game, on grass,"4&deg; F, Wind 14mph out to Leftfield, Cloudy."
27631,Tampa Bay Rays,1,12,4,https://www.baseball-reference.com/boxes/NYA/NYA201609080.shtml,03:21:00,New York Yankees,0,10,5,7:07 p.m.,Yankee Stadium III,Thursday, 2016,September,8,Night Game, on grass,"4&deg; F, Wind 13mph out to Leftfield, Cloudy."
15275,Houston Astros,0,9,7,https://www.baseball-reference.com/boxes/CLE/CLE201609080.shtml,03:14:00,Cleveland Indians,0,9,10,12:10 p.m.,Progressive Field,Thursday, 2016,September,8,Day Game, on grass,"7&deg; F, Wind 15mph out to Rightfield, Sunny."
